"dataID" "beetles" "precipitation" "altitude" "temperature" "minTemp" "region" "plot" "year" "technician" "spatialCoordinate"
"60" 60 1 0.710185730131343 0.0408163265306122 9.97969334466592 -12.7157514092538 1 3 20 1 1.22448979591837
"61" 61 0 0.770027856575325 0.0612244897959184 8.95962383031693 -16.0151685466481 1 4 1 5 1.83673469387755
"62" 62 0 0.886984157143161 0.0612244897959184 9.70752066226524 -10.7077207791956 1 4 2 3 1.83673469387755
"63" 63 0 0.625121729681268 0.0612244897959184 10.7848300940063 -5.44505942033592 1 4 3 3 1.83673469387755
"64" 64 0 0.260300035355613 0.0612244897959184 10.813728894031 -10.8061402827427 1 4 4 1 1.83673469387755
"65" 65 0 0.859073117841035 0.0612244897959184 13.5474806327078 -7.93085596309446 1 4 5 5 1.83673469387755
"66" 66 6 0.437488002004102 0.0612244897959184 12.1680461942855 -4.68197886614169 1 4 6 5 1.83673469387755
"67" 67 6 0.388144757598639 0.0612244897959184 13.6194673708345 -3.69718054961241 1 4 7 5 1.83673469387755
"68" 68 0 0.461501105222851 0.0612244897959184 12.7900002309292 -5.91074773350121 1 4 8 1 1.83673469387755
"69" 69 5 0.218675193376839 0.0612244897959184 11.705683479708 -8.06274810333349 1 4 9 5 1.83673469387755
"70" 70 7 0.0659355104435235 0.0612244897959184 12.7491160157773 -4.78564056200793 1 4 10 5 1.83673469387755
"71" 71 0 0.275701026665047 0.0612244897959184 10.8721320141744 -6.22802458030689 1 4 11 3 1.83673469387755
"72" 72 0 0.310381097486243 0.0612244897959184 14.1119134341538 -5.2186746307905 1 4 12 4 1.83673469387755
"73" 73 0 0.0421755260322243 0.0612244897959184 14.2715030132498 -2.40704377023508 1 4 13 3 1.83673469387755
"74" 74 5 0.184673463227227 0.0612244897959184 10.2286389543846 -7.42757467285999 1 4 14 4 1.83673469387755
"75" 75 0 0.183373228181154 0.0612244897959184 11.3105724376332 -11.1987522243987 1 4 15 3 1.83673469387755
"76" 76 0 0.755462416447699 0.0612244897959184 13.0026843398049 -6.12089131938992 1 4 16 3 1.83673469387755
"77" 77 5 0.288059732178226 0.0612244897959184 13.8171089714564 -2.24595972365808 1 4 17 5 1.83673469387755
"78" 78 0 0.867844662396237 0.0612244897959184 8.83940482481231 -10.9244420782054 1 4 18 2 1.83673469387755
"79" 79 0 0.402642735978588 0.0612244897959184 12.9429164490834 -2.27796088958607 1 4 19 2 1.83673469387755
"80" 80 1 0.57268500351347 0.0612244897959184 9.38352489626814 -12.7665197011418 1 4 20 4 1.83673469387755
"81" 81 0 0.350642574951053 0.0816326530612245 11.8430231294823 -4.19170159909187 1 5 1 2 2.44897959183673
"82" 82 0 0.671998928301036 0.0816326530612245 11.331796610937 -0.972341354306772 1 5 2 1 2.44897959183673
"83" 83 0 0.0250503565184772 0.0816326530612245 11.8579134826776 -4.03292071718761 1 5 3 1 2.44897959183673
"84" 84 1 0.401101037859917 0.0816326530612245 10.4498245983613 -6.08506158671793 1 5 4 4 2.44897959183673
"85" 85 0 0.199976529926062 0.0816326530612245 10.3180516087212 -9.29210858161609 1 5 5 2 2.44897959183673
"86" 86 0 0.856525000883266 0.0816326530612245 12.520945650036 -11.9332539868006 1 5 6 1 2.44897959183673
"87" 87 0 0.971515428507701 0.0816326530612245 13.3290515597672 -8.95897404057907 1 5 7 4 2.44897959183673
"88" 88 0 0.323722436791286 0.0816326530612245 12.0726521848463 -11.7917488820396 1 5 8 5 2.44897959183673
"89" 89 0 0.733191433362663 0.0816326530612245 9.61076899336138 -13.1839411251168 1 5 9 2 2.44897959183673
"90" 90 2 0.340068240184337 0.0816326530612245 9.57897102318191 -9.5923758877378 1 5 10 4 2.44897959183673
"91" 91 0 0.976755184587091 0.0816326530612245 12.1055743493833 -8.10141020992116 1 5 11 1 2.44897959183673
"92" 92 0 0.397016411880031 0.0816326530612245 9.8410557370861 -11.6235896835467 1 5 12 3 2.44897959183673
"93" 93 0 0.379998879274353 0.0816326530612245 10.7608618412395 -12.2569116429938 1 5 13 4 2.44897959183673
"94" 94 1 0.560387630248442 0.0816326530612245 13.8152912570857 -7.69574712415482 1 5 14 5 2.44897959183673
"95" 95 0 0.463808179134503 0.0816326530612245 9.72703688146965 -6.37383954555247 1 5 15 4 2.44897959183673
"96" 96 0 0.19677682663314 0.0816326530612245 10.8811000836776 -12.3999273648962 1 5 16 3 2.44897959183673
"97" 97 0 0.426943402737379 0.0816326530612245 9.6073132513319 -14.1205280611988 1 5 17 1 2.44897959183673
"98" 98 0 0.0930251874960959 0.0816326530612245 9.99362451627337 -12.8871984231522 1 5 18 1 2.44897959183673
"99" 99 0 0.11530912690796 0.0816326530612245 14.317318213847 -6.57136485160553 1 5 19 1 2.44897959183673
"100" 100 0 0.440031654201448 0.0816326530612245 12.1545278944303 -5.73400545894301 1 5 20 2 2.44897959183673
"101" 101 29 0.200934729538858 0.102040816326531 12.3525576640671 -6.36055524597673 2 6 1 5 3.06122448979592
"102" 102 0 0.42763907276094 0.102040816326531 10.2520024157414 -13.1538690662435 2 6 2 5 3.06122448979592
"103" 103 2 0.980599981732666 0.102040816326531 11.9290253273497 -11.909242670226 2 6 3 5 3.06122448979592
"104" 104 0 0.828922125510871 0.102040816326531 9.55968773717118 -10.1482906660543 2 6 4 2 3.06122448979592
"105" 105 0 0.286973854992539 0.102040816326531 13.2561325780401 -8.63204069894445 2 6 5 3 3.06122448979592
"106" 106 0 0.595916896825656 0.102040816326531 9.98958409254496 -5.64622918121364 2 6 6 3 3.06122448979592
"107" 107 9 0.898971946211532 0.102040816326531 13.1010576878028 -4.18217357350542 2 6 7 5 3.06122448979592
"108" 108 3 0.453377000289038 0.102040816326531 13.9079754851112 -7.96461116091264 2 6 8 4 3.06122448979592
"109" 109 7 0.1474177793134 0.102040816326531 11.4102161221957 -7.72048988411777 2 6 9 1 3.06122448979592
"110" 110 20 0.128676982596517 0.102040816326531 11.5693964702362 -4.4639794094225 2 6 10 4 3.06122448979592
"111" 111 4 0.024656337685883 0.102040816326531 13.2867123075115 -9.70321655855191 2 6 11 1 3.06122448979592
"112" 112 2 0.736311374930665 0.102040816326531 12.8988693750283 -9.44210738003731 2 6 12 4 3.06122448979592
"113" 113 3 0.373358564451337 0.102040816326531 10.342263072292 -10.0304556222218 2 6 13 5 3.06122448979592
"114" 114 0 0.574376940494403 0.102040816326531 9.73651032571738 -12.6308401376521 2 6 14 4 3.06122448979592
"115" 115 0 0.825328013394028 0.102040816326531 13.4512044850556 -10.780701128474 2 6 15 4 3.06122448979592
"116" 116 0 0.813695673830807 0.102040816326531 10.1520789875934 -10.1594269206682 2 6 16 2 3.06122448979592
"117" 117 0 0.872696340316907 0.102040816326531 13.1687111931672 -3.27141568755056 2 6 17 2 3.06122448979592
"118" 118 14 0.1105548995547 0.102040816326531 11.5787148878729 -8.33937608089246 2 6 18 4 3.06122448979592
"119" 119 1 0.952700236812234 0.102040816326531 11.2622007415915 -9.26097159055985 2 6 19 1 3.06122448979592
"120" 120 25 0.569002080941573 0.102040816326531 12.5977856857056 -8.0373874743622 2 6 20 5 3.06122448979592
"121" 121 4 0.0368684707209468 0.122448979591837 13.0837545479524 -8.90070536742148 2 7 1 4 3.6734693877551
"122" 122 3 0.245290916413069 0.122448979591837 10.9538982620805 -4.33474829878356 2 7 2 5 3.6734693877551
"123" 123 0 0.978884799173102 0.122448979591837 9.39789230803655 -4.85737490076388 2 7 3 3 3.6734693877551
"124" 124 0 0.885737232398242 0.122448979591837 8.86754590024868 -12.1495099021228 2 7 4 5 3.6734693877551
"125" 125 0 0.240982897812501 0.122448979591837 13.6645941141404 -8.5494830368809 2 7 5 2 3.6734693877551
"126" 126 0 0.757211570162326 0.122448979591837 10.1931634099099 -11.6493507502197 2 7 6 1 3.6734693877551
"127" 127 0 0.562836518744007 0.122448979591837 9.14173370398277 -9.69970949171324 2 7 7 2 3.6734693877551
"128" 128 0 0.305103095248342 0.122448979591837 9.52733637121202 -14.5314264435296 2 7 8 4 3.6734693877551
"129" 129 1 0.693654086906463 0.122448979591837 9.12984928473526 -7.92142817557318 2 7 9 4 3.6734693877551
"130" 130 0 0.335945603903383 0.122448979591837 10.1316000803716 -3.69877307065452 2 7 10 2 3.6734693877551
"131" 131 3 0.206109444377944 0.122448979591837 13.6834798090502 -2.83958724581935 2 7 11 5 3.6734693877551
"132" 132 0 0.919276255881414 0.122448979591837 12.6174747625708 -8.56491882840922 2 7 12 1 3.6734693877551
"133" 133 0 0.0228124498389661 0.122448979591837 14.2245773010298 -5.65983540867894 2 7 13 2 3.6734693877551
"134" 134 0 0.963759744539857 0.122448979591837 11.1678945807151 -9.28734447414074 2 7 14 3 3.6734693877551
"135" 135 4 0.315865243552253 0.122448979591837 13.5382000944454 -4.59048695021378 2 7 15 5 3.6734693877551
"136" 136 0 0.665608417475596 0.122448979591837 13.4586003395605 -8.75845095810811 2 7 16 3 3.6734693877551
"137" 137 0 0.533543303376064 0.122448979591837 13.0555262438364 -7.64921487568892 2 7 17 3 3.6734693877551
"138" 138 0 0.817796719493344 0.122448979591837 10.3160637077752 -10.121598123804 2 7 18 2 3.6734693877551
"139" 139 2 0.185263509862125 0.122448979591837 11.0446642484392 -8.89480366409304 2 7 19 4 3.6734693877551
"140" 140 1 0.399517551530153 0.122448979591837 10.3788399964913 -8.70038072227629 2 7 20 1 3.6734693877551
"141" 141 0 0.178453260334209 0.142857142857143 13.3413451662221 -9.17858478685489 2 8 1 2 4.28571428571429
"142" 142 0 0.285434210672975 0.142857142857143 13.4564670304701 -4.9573802346214 2 8 2 3 4.28571428571429
"143" 143 1 0.629469827050343 0.142857142857143 12.3350901120741 -5.20374566677285 2 8 3 4 4.28571428571429
"144" 144 5 0.300100281601772 0.142857142857143 13.6142024690219 -5.6797838050211 2 8 4 5 4.28571428571429
"145" 145 1 0.443673961563036 0.142857142857143 11.3278566418615 -4.73752511489441 2 8 5 4 4.28571428571429
"146" 146 0 0.730200940044597 0.142857142857143 12.4745785104044 -19.7510972385269 2 8 6 5 4.28571428571429
"147" 147 1 0.668163536582142 0.142857142857143 10.8357566519574 -6.63671657634335 2 8 7 1 4.28571428571429
"148" 148 2 0.311657001264393 0.142857142857143 13.3806752559197 -3.78011876358517 2 8 8 5 4.28571428571429
"149" 149 1 0.478578082984313 0.142857142857143 13.0838637858563 -3.32194631329739 2 8 9 2 4.28571428571429
"150" 150 0 0.291410150937736 0.142857142857143 12.7786047972207 -8.92149478279247 2 8 10 2 4.28571428571429
"151" 151 0 0.182174213463441 0.142857142857143 9.60204969778923 -15.3278809966273 2 8 11 2 4.28571428571429
"152" 152 0 0.360762583091855 0.142857142857143 10.2307400839802 -10.8556284554228 2 8 12 2 4.28571428571429
"153" 153 0 0.903800030937418 0.142857142857143 12.5216881547988 -4.99057448280169 2 8 13 4 4.28571428571429
"154" 154 0 0.394047617446631 0.142857142857143 10.4292562058129 -11.1871153712738 2 8 14 3 4.28571428571429
"155" 155 0 0.779880527406931 0.142857142857143 10.9649437015344 -10.4679289280442 2 8 15 5 4.28571428571429
"156" 156 0 0.284158946480602 0.142857142857143 9.76517100086702 -12.3158102690268 2 8 16 3 4.28571428571429
"157" 157 0 0.853720766957849 0.142857142857143 12.2411111571294 -2.64806897052154 2 8 17 5 4.28571428571429
"158" 158 0 0.172242468455806 0.142857142857143 11.7901497838487 -9.40144748072793 2 8 18 3 4.28571428571429
"159" 159 6 0.0792641821317375 0.142857142857143 13.6145100685701 -9.70223956966679 2 8 19 5 4.28571428571429
"160" 160 0 0.292064977344126 0.142857142857143 13.4680702664357 -4.71405997747289 2 8 20 5 4.28571428571429
"161" 161 0 0.840371177764609 0.163265306122449 9.63468903158696 -5.85413077271995 2 9 1 3 4.89795918367347
"162" 162 0 0.945268080569804 0.163265306122449 10.2647120658764 -6.6886071130741 2 9 2 2 4.89795918367347
"163" 163 0 0.0449652001261711 0.163265306122449 12.6597924900232 -3.52166486534872 2 9 3 3 4.89795918367347
"164" 164 0 0.758382907602936 0.163265306122449 12.9779372962182 -10.3883524889579 2 9 4 3 4.89795918367347
"165" 165 0 0.296887998003513 0.163265306122449 10.5867991062803 -10.7811371625242 2 9 5 5 4.89795918367347
"166" 166 2 0.651054438902065 0.163265306122449 8.4674550545858 -8.19953052688845 2 9 6 4 4.89795918367347
"167" 167 45 0.0849897842854261 0.163265306122449 12.9417389989355 -7.14331787903836 2 9 7 5 4.89795918367347
"168" 168 0 0.975481075001881 0.163265306122449 8.08521051607 -10.6962960652295 2 9 8 3 4.89795918367347
"169" 169 0 0.0136249314527959 0.163265306122449 11.5407742333589 -10.573592859034 2 9 9 3 4.89795918367347
"170" 170 0 0.538869451731443 0.163265306122449 9.00053664711209 -12.0804337069061 2 9 10 3 4.89795918367347
"171" 171 5 0.965781801613048 0.163265306122449 9.91659026238972 -9.35610769341263 2 9 11 5 4.89795918367347
"172" 172 0 0.101073444122449 0.163265306122449 12.9088348722542 -2.24092726515684 2 9 12 3 4.89795918367347
"173" 173 0 0.25675134267658 0.163265306122449 9.70297797066065 -10.6226335076855 2 9 13 2 4.89795918367347
"174" 174 0 0.895147221162915 0.163265306122449 11.6620473744804 -8.55053408408359 2 9 14 2 4.89795918367347
"175" 175 0 0.387944190762937 0.163265306122449 10.4833255034862 -11.4840287061122 2 9 15 3 4.89795918367347
"176" 176 13 0.794285444775596 0.163265306122449 9.98707798048759 -7.24793494685718 2 9 16 5 4.89795918367347
"177" 177 3 0.349396759876981 0.163265306122449 11.1500236696554 -10.9649961521155 2 9 17 2 4.89795918367347
"178" 178 0 0.138744306750596 0.163265306122449 10.4629683570927 -6.92299954998082 2 9 18 2 4.89795918367347
"179" 179 0 0.650508983526379 0.163265306122449 12.9905082291914 -5.90208986997069 2 9 19 3 4.89795918367347
"180" 180 0 0.544004307826981 0.163265306122449 10.5129450587081 -12.9712542941123 2 9 20 3 4.89795918367347
"181" 181 0 0.945244047325104 0.183673469387755 9.07922185259415 -17.4558587501803 2 10 1 5 5.51020408163265
"182" 182 0 0.57174574653618 0.183673469387755 9.11377083440786 -10.1942463588709 2 10 2 3 5.51020408163265
"183" 183 1 0.953633589204401 0.183673469387755 11.3949310598011 -10.674026070936 2 10 3 4 5.51020408163265
"184" 184 2 0.780252998694777 0.183673469387755 10.1581196598756 -8.49204237321015 2 10 4 4 5.51020408163265
"185" 185 0 0.11828445433639 0.183673469387755 9.74321260513282 -7.45645094714992 2 10 5 3 5.51020408163265
"186" 186 1 0.837111808825284 0.183673469387755 12.1300584585453 -11.2092587268842 2 10 6 4 5.51020408163265
"187" 187 0 0.0871593176852912 0.183673469387755 11.0887502904563 -9.12993983297841 2 10 7 3 5.51020408163265
"188" 188 0 0.748599962564185 0.183673469387755 12.1811200033455 -7.1068061137095 2 10 8 1 5.51020408163265
"189" 189 4 0.0651816572062671 0.183673469387755 11.7280465979177 -4.23659373851647 2 10 9 1 5.51020408163265
"190" 190 0 0.0776955692563206 0.183673469387755 13.6734643534339 -3.98396003691417 2 10 10 3 5.51020408163265
"191" 191 5 0.105083768488839 0.183673469387755 9.04255853058314 -7.83314415868361 2 10 11 1 5.51020408163265
"192" 192 4 0.406686355127022 0.183673469387755 9.73106526770173 -8.98716203852077 2 10 12 4 5.51020408163265
"193" 193 2 0.97496451321058 0.183673469387755 11.8433135133284 -10.0497594926801 2 10 13 4 5.51020408163265
"194" 194 0 0.164833495859057 0.183673469387755 11.5854898563168 -11.6934447758038 2 10 14 2 5.51020408163265
"195" 195 0 0.503050235565752 0.183673469387755 10.5910434026784 -8.86866053872927 2 10 15 2 5.51020408163265
"196" 196 0 0.201554203871638 0.183673469387755 11.4407959186985 -9.44733389083155 2 10 16 3 5.51020408163265
"197" 197 1 0.199721848359331 0.183673469387755 8.99336192594385 -9.17855259317052 2 10 17 2 5.51020408163265
"198" 198 8 0.178135111229494 0.183673469387755 10.8660529747187 -11.6043770893821 2 10 18 5 5.51020408163265
"199" 199 0 0.273866681847721 0.183673469387755 9.33599540219186 -8.88455823800815 2 10 19 2 5.51020408163265
"200" 200 1 0.1306202406995 0.183673469387755 9.23334344244106 -8.92134841644322 2 10 20 2 5.51020408163265
"201" 201 0 0.858691586414352 0.204081632653061 8.57886772398951 -10.0154751235311 3 11 1 4 6.12244897959184
"202" 202 0 0.645160361891612 0.204081632653061 9.95700671273398 -13.9447378931046 3 11 2 4 6.12244897959184
"203" 203 1 0.602798665873706 0.204081632653061 10.4453732658282 -10.3126281260911 3 11 3 5 6.12244897959184
"204" 204 0 0.971980711910874 0.204081632653061 10.4891000320774 -6.61382401369017 3 11 4 5 6.12244897959184
"205" 205 0 0.376657233573496 0.204081632653061 9.32632676261591 -11.3069568199585 3 11 5 1 6.12244897959184
"206" 206 0 0.819114487152547 0.204081632653061 10.2027741175249 -13.9735046981783 3 11 6 5 6.12244897959184
"207" 207 0 0.226738759549335 0.204081632653061 9.83140776172394 -4.23381167245746 3 11 7 5 6.12244897959184
"208" 208 0 0.206508502364159 0.204081632653061 11.6612913304113 -10.1497671491855 3 11 8 2 6.12244897959184
"209" 209 0 0.194289194187149 0.204081632653061 12.9849431051977 -9.65187388192192 3 11 9 3 6.12244897959184
"210" 210 0 0.240568205481395 0.204081632653061 10.1236756418936 -8.76396822999669 3 11 10 1 6.12244897959184
"211" 211 0 0.979721972020343 0.204081632653061 11.94243260502 -9.31090628473325 3 11 11 4 6.12244897959184
"212" 212 0 0.524250150891021 0.204081632653061 13.0582493402168 -6.76754495852279 3 11 12 4 6.12244897959184
"213" 213 0 0.826370720751584 0.204081632653061 10.6639724404656 -9.72843715089989 3 11 13 3 6.12244897959184
"214" 214 2 0.670885495841503 0.204081632653061 12.2082380806666 -5.48879699933691 3 11 14 1 6.12244897959184
"215" 215 0 0.977714836830273 0.204081632653061 12.5158265042689 -7.37194702652852 3 11 15 5 6.12244897959184
"216" 216 1 0.0576484517659992 0.204081632653061 12.8846780576848 -8.91335006702725 3 11 16 1 6.12244897959184
"217" 217 2 0.336741157341748 0.204081632653061 12.4169016150397 -7.78837069169525 3 11 17 4 6.12244897959184
"218" 218 0 0.0126070096157491 0.204081632653061 9.90357152029055 -13.2815278515977 3 11 18 5 6.12244897959184
"219" 219 0 0.362856285646558 0.204081632653061 9.3257522378687 -13.5812827344483 3 11 19 4 6.12244897959184
"220" 220 0 0.209694300312549 0.204081632653061 9.58194243028874 -12.104494371072 3 11 20 2 6.12244897959184
"221" 221 2 0.152120635611936 0.224489795918367 10.2582141732493 -6.94093728497183 3 12 1 4 6.73469387755102
"222" 222 0 0.935812409734353 0.224489795918367 12.1453107717609 -11.7151618542284 3 12 2 1 6.73469387755102
"223" 223 0 0.40109295793809 0.224489795918367 8.81099693534649 -8.76104682060937 3 12 3 3 6.73469387755102
"224" 224 0 0.485836445586756 0.224489795918367 12.8252447313791 -9.881582737123 3 12 4 3 6.73469387755102
"225" 225 1 0.681486446177587 0.224489795918367 11.4619432379188 -5.77754561459732 3 12 5 2 6.73469387755102
"226" 226 0 0.854035486467183 0.224489795918367 11.6490464588789 -8.22909288579944 3 12 6 3 6.73469387755102
"227" 227 0 0.912917171837762 0.224489795918367 11.2700278084887 -7.26433300781711 3 12 7 4 6.73469387755102
"228" 228 4 0.475857608020306 0.224489795918367 12.0789014537515 -8.52664860435408 3 12 8 4 6.73469387755102
"229" 229 0 0.713680299697444 0.224489795918367 10.6981573282903 -7.86185608000964 3 12 9 3 6.73469387755102
"230" 230 0 0.829753480385989 0.224489795918367 9.93692242481499 -8.69945902579624 3 12 10 2 6.73469387755102
"231" 231 0 0.675797854550183 0.224489795918367 9.98485117346733 -8.9544795602216 3 12 11 3 6.73469387755102
"232" 232 0 0.339701652759686 0.224489795918367 12.1874520963685 -13.780773247446 3 12 12 3 6.73469387755102
"233" 233 0 0.890829901676625 0.224489795918367 11.9194375922599 -9.06518652160548 3 12 13 2 6.73469387755102
"234" 234 0 0.528829259332269 0.224489795918367 8.75123035988523 -13.9754579432059 3 12 14 1 6.73469387755102
"235" 235 0 0.874337470624596 0.224489795918367 8.28751560358084 -10.9990396688767 3 12 15 4 6.73469387755102
"236" 236 13 0.258656927850097 0.224489795918367 13.2146009869104 -6.71324735426162 3 12 16 5 6.73469387755102
"237" 237 0 0.542446065926924 0.224489795918367 9.5420782632356 -11.5417236408772 3 12 17 2 6.73469387755102
"238" 238 2 0.216001205379143 0.224489795918367 11.5357330049084 -4.54790466235679 3 12 18 1 6.73469387755102
"239" 239 1 0.216720590135083 0.224489795918367 11.4936923078423 -6.26686157954672 3 12 19 2 6.73469387755102
"240" 240 1 0.474040792323649 0.224489795918367 10.9873208937862 -13.5783063094856 3 12 20 5 6.73469387755102
"241" 241 0 0.892734028398991 0.244897959183673 9.1101097899242 -10.8661959979743 3 13 1 1 7.3469387755102
"242" 242 0 0.301716960035264 0.244897959183673 11.9259971754378 -13.1874833833477 3 13 2 4 7.3469387755102
"243" 243 1 0.555218979716301 0.244897959183673 11.8595451935413 -4.94378444758402 3 13 3 4 7.3469387755102
"244" 244 1 0.755216216668487 0.244897959183673 10.8245747233028 -6.19479509093744 3 13 4 5 7.3469387755102
"245" 245 0 0.956425424199551 0.244897959183673 10.3101007160018 -10.95126980694 3 13 5 4 7.3469387755102
"246" 246 2 0.954311485867947 0.244897959183673 11.8798678705222 -9.1095421974729 3 13 6 5 7.3469387755102
